Movie_Title,Genre,Year,Budget_Million,Box_Office_Million,IMDb_Rating,Director,Main_Actor,Runtime_Minutes
Movie 1714,Documentary,2015,88,313,5.8,Martin Scorsese,Robert Downey Jr.,109
Movie 1715,Animation,2018,151,221,8.2,Martin Scorsese,Brad Pitt,101
Movie 1716,Comedy,2008,256,692,4.5,Martin Scorsese,Emma Stone,93
Movie 1717,Thriller,1983,33,661,5.7,Christopher Nolan,Denzel Washington,113
Movie 1718,Drama,2020,271,882,6.5,Denis Villeneuve,Robert Downey Jr.,123
Movie 1719,Animation,1997,32,589,7.3,Jordan Peele,Leonardo DiCaprio,136
Movie 1720,Thriller,1986,217,554,6.3,James Cameron,Tom Hanks,122
Movie 1721,Documentary,1987,120,75,6.3,Denis Villeneuve,Natalie Portman,174
Movie 1722,Horror,1998,95,275,6.4,James Cameron,Scarlett Johansson,142
Movie 1723,Animation,1999,165,555,8.6,Greta Gerwig,Emma Stone,160
Movie 1724,Action,1989,248,153,8.0,James Cameron,Robert Downey Jr.,144
Movie 1725,Comedy,2021,15,163,5.2,Denis Villeneuve,Christian Bale,162
Movie 1726,Comedy,2011,166,627,9.3,Quentin Tarantino,Natalie Portman,123
Movie 1727,Horror,2013,11,640,8.7,Sofia Coppola,Tom Hanks,104
Movie 1728,Comedy,1991,235,330,7.1,Martin Scorsese,Robert Downey Jr.,178
Movie 1729,Romance,1990,189,699,6.6,Wes Anderson,Leonardo DiCaprio,129
Movie 1730,Drama,2007,49,300,7.3,Sofia Coppola,Robert Downey Jr.,122
Movie 1731,Sci-Fi,2000,138,957,5.9,Martin Scorsese,Natalie Portman,131
Movie 1732,Comedy,2017,34,455,4.8,Denis Villeneuve,Emma Stone,100
Movie 1733,Sci-Fi,2014,142,417,8.6,Sofia Coppola,Denzel Washington,139
Movie 1734,Documentary,2009,283,881,8.2,Martin Scorsese,Emma Stone,121
Movie 1735,Romance,2000,278,247,6.7,Denis Villeneuve,Meryl Streep,118
Movie 1736,Drama,1994,280,865,5.4,Greta Gerwig,Tom Hanks,102
Movie 1737,Animation,2000,103,24,6.3,Greta Gerwig,Robert Downey Jr.,173
Movie 1738,Comedy,2011,159,69,9.2,Greta Gerwig,Natalie Portman,144
Movie 1739,Drama,1994,285,128,7.6,Martin Scorsese,Denzel Washington,157
Movie 1740,Animation,1987,95,522,5.8,Greta Gerwig,Emma Stone,78
Movie 1741,Horror,2019,167,316,8.3,Sofia Coppola,Christian Bale,134
Movie 1742,Documentary,2017,120,119,4.8,Greta Gerwig,Tom Hanks,172
Movie 1743,Action,2000,192,401,6.9,Greta Gerwig,Natalie Portman,78
Movie 1744,Documentary,2011,232,416,9.4,Sofia Coppola,Tom Hanks,129
Movie 1745,Comedy,2000,204,362,6.5,Christopher Nolan,Brad Pitt,118
Movie 1746,Action,2023,134,290,7.5,Christopher Nolan,Tom Hanks,177
Movie 1747,Thriller,1987,293,198,3.9,Quentin Tarantino,Denzel Washington,92
Movie 1748,Drama,2005,58,183,4.9,Martin Scorsese,Natalie Portman,135
Movie 1749,Horror,1984,53,879,8.9,Jordan Peele,Christian Bale,140
Movie 1750,Action,2022,252,844,6.0,James Cameron,Christian Bale,133
Movie 1751,Drama,1994,96,315,5.4,Greta Gerwig,Tom Hanks,136
Movie 1752,Animation,2008,182,911,7.4,Martin Scorsese,Tom Hanks,143
Movie 1753,Comedy,1990,127,595,9.0,Wes Anderson,Tom Hanks,88
Movie 1754,Drama,1997,184,893,3.7,Martin Scorsese,Natalie Portman,98
Movie 1755,Drama,1995,200,306,8.9,Christopher Nolan,Christian Bale,103
Movie 1756,Animation,2017,214,149,9.4,Sofia Coppola,Meryl Streep,162
Movie 1757,Action,1998,272,674,6.0,Sofia Coppola,Natalie Portman,131
Movie 1758,Horror,2017,54,947,6.2,Sofia Coppola,Christian Bale,77
Movie 1759,Action,2007,58,478,8.9,Greta Gerwig,Meryl Streep,124
Movie 1760,Comedy,2013,36,837,7.0,Quentin Tarantino,Tom Hanks,113
Movie 1761,Horror,2023,261,375,4.0,Greta Gerwig,Scarlett Johansson,95
Movie 1762,Comedy,2016,109,893,5.2,Jordan Peele,Robert Downey Jr.,79
Movie 1763,Thriller,2004,45,665,3.6,Christopher Nolan,Scarlett Johansson,78
Movie 1764,Animation,1990,36,169,3.7,James Cameron,Denzel Washington,126
Movie 1765,Sci-Fi,2001,260,163,6.7,Christopher Nolan,Tom Hanks,139
Movie 1766,Romance,1999,222,184,4.2,Wes Anderson,Denzel Washington,147
Movie 1767,Sci-Fi,2005,282,311,4.8,Denis Villeneuve,Meryl Streep,114
Movie 1768,Animation,2018,269,747,6.1,Sofia Coppola,Scarlett Johansson,119
Movie 1769,Drama,2023,71,736,8.2,James Cameron,Christian Bale,164
Movie 1770,Comedy,2012,262,491,6.9,James Cameron,Meryl Streep,160
Movie 1771,Animation,2005,249,630,8.6,Greta Gerwig,Emma Stone,163
Movie 1772,Thriller,2013,145,913,5.6,Martin Scorsese,Natalie Portman,170
Movie 1773,Sci-Fi,1992,9,68,6.4,Martin Scorsese,Robert Downey Jr.,150
Movie 1774,Sci-Fi,1989,196,674,7.1,Steven Spielberg,Christian Bale,156
Movie 1775,Animation,1982,235,778,4.6,Jordan Peele,Scarlett Johansson,161
Movie 1776,Thriller,1980,114,845,8.8,Sofia Coppola,Meryl Streep,159
Movie 1777,Comedy,2002,246,512,5.0,Wes Anderson,Robert Downey Jr.,104
Movie 1778,Documentary,2000,231,995,6.2,Christopher Nolan,Leonardo DiCaprio,145
Movie 1779,Action,2006,260,457,8.0,Christopher Nolan,Leonardo DiCaprio,77
Movie 1780,Sci-Fi,1997,36,924,3.9,Steven Spielberg,Robert Downey Jr.,92
Movie 1781,Documentary,1984,6,655,5.5,Quentin Tarantino,Emma Stone,116
Movie 1782,Romance,1997,235,591,6.5,Quentin Tarantino,Tom Hanks,104
Movie 1783,Action,2016,213,742,6.4,Wes Anderson,Leonardo DiCaprio,129
Movie 1784,Documentary,2009,164,135,5.9,Quentin Tarantino,Robert Downey Jr.,149
Movie 1785,Romance,1981,197,17,9.3,James Cameron,Tom Hanks,95
Movie 1786,Documentary,1988,7,776,7.3,Denis Villeneuve,Meryl Streep,93
Movie 1787,Sci-Fi,1990,298,816,3.8,Christopher Nolan,Meryl Streep,143
Movie 1788,Romance,1982,275,283,8.6,Sofia Coppola,Denzel Washington,179
Movie 1789,Thriller,2003,159,871,7.9,Christopher Nolan,Brad Pitt,172
Movie 1790,Animation,1990,204,327,7.0,Denis Villeneuve,Christian Bale,113
Movie 1791,Documentary,1994,244,249,9.4,Christopher Nolan,Denzel Washington,161
Movie 1792,Comedy,2006,195,819,6.7,Martin Scorsese,Scarlett Johansson,147
Movie 1793,Animation,2008,107,916,9.3,James Cameron,Emma Stone,149
Movie 1794,Sci-Fi,1991,144,54,8.3,Steven Spielberg,Meryl Streep,98
Movie 1795,Horror,2015,129,131,8.3,Jordan Peele,Emma Stone,98
Movie 1796,Drama,2000,55,288,8.3,Steven Spielberg,Emma Stone,118
Movie 1797,Comedy,2011,122,782,8.4,Quentin Tarantino,Robert Downey Jr.,149
Movie 1798,Drama,2002,141,689,4.0,Christopher Nolan,Scarlett Johansson,143
Movie 1799,Thriller,2015,75,434,4.0,Sofia Coppola,Christian Bale,89
Movie 1800,Horror,1994,188,788,7.0,James Cameron,Denzel Washington,83
Movie 1801,Drama,1986,88,41,6.1,Jordan Peele,Natalie Portman,82
Movie 1802,Action,2013,125,700,7.1,Martin Scorsese,Tom Hanks,156
Movie 1803,Thriller,1994,267,856,8.0,Denis Villeneuve,Emma Stone,178
Movie 1804,Comedy,2020,204,692,8.4,Jordan Peele,Meryl Streep,84
Movie 1805,Romance,2012,109,914,4.7,Steven Spielberg,Emma Stone,123
Movie 1806,Action,1989,181,465,4.3,Sofia Coppola,Emma Stone,143
Movie 1807,Sci-Fi,1981,166,929,7.7,Greta Gerwig,Scarlett Johansson,138
Movie 1808,Thriller,2013,260,662,5.6,Martin Scorsese,Meryl Streep,143
Movie 1809,Horror,1990,286,591,6.8,Jordan Peele,Natalie Portman,97
Movie 1810,Sci-Fi,2000,250,171,5.8,Jordan Peele,Leonardo DiCaprio,147
Movie 1811,Animation,1998,283,946,8.0,Greta Gerwig,Scarlett Johansson,99
Movie 1812,Action,1996,285,488,6.1,Wes Anderson,Brad Pitt,76
Movie 1813,Sci-Fi,2008,152,351,8.5,Jordan Peele,Natalie Portman,85
Movie 1814,Animation,2021,204,13,5.7,Jordan Peele,Natalie Portman,126
Movie 1815,Thriller,2004,274,488,3.5,Christopher Nolan,Brad Pitt,121
Movie 1816,Animation,2000,218,423,8.6,Steven Spielberg,Christian Bale,95
Movie 1817,Drama,2017,240,613,3.6,Sofia Coppola,Christian Bale,131
Movie 1818,Drama,2009,69,806,4.3,Christopher Nolan,Emma Stone,96
Movie 1819,Action,2020,88,393,4.4,Wes Anderson,Leonardo DiCaprio,148
Movie 1820,Horror,1995,205,238,5.3,Greta Gerwig,Meryl Streep,171
Movie 1821,Animation,1995,221,623,8.2,Steven Spielberg,Robert Downey Jr.,131
Movie 1822,Sci-Fi,2009,167,508,8.4,Greta Gerwig,Emma Stone,104
Movie 1823,Comedy,1995,48,542,4.6,Sofia Coppola,Scarlett Johansson,168
Movie 1824,Animation,2016,127,673,7.1,Christopher Nolan,Natalie Portman,149
Movie 1825,Thriller,1980,201,954,8.8,Steven Spielberg,Natalie Portman,138
Movie 1826,Sci-Fi,2000,189,870,6.9,Wes Anderson,Brad Pitt,175
Movie 1827,Documentary,1992,267,490,5.2,Jordan Peele,Denzel Washington,103
Movie 1828,Sci-Fi,2013,77,248,5.2,Sofia Coppola,Leonardo DiCaprio,156
Movie 1829,Sci-Fi,1992,259,520,8.8,Martin Scorsese,Brad Pitt,115
Movie 1830,Sci-Fi,1981,21,93,7.3,Denis Villeneuve,Scarlett Johansson,152
Movie 1831,Action,2021,54,876,4.4,Quentin Tarantino,Robert Downey Jr.,115
Movie 1832,Documentary,1997,110,850,8.4,Christopher Nolan,Emma Stone,122
Movie 1833,Action,1990,286,311,4.6,Quentin Tarantino,Emma Stone,135
Movie 1834,Thriller,1984,6,474,3.9,Wes Anderson,Leonardo DiCaprio,85
Movie 1835,Documentary,2014,149,684,5.8,Christopher Nolan,Christian Bale,156
Movie 1836,Comedy,2011,202,676,6.8,Christopher Nolan,Emma Stone,156
Movie 1837,Documentary,1998,91,912,4.3,Martin Scorsese,Natalie Portman,152
Movie 1838,Animation,1981,7,568,7.6,Quentin Tarantino,Christian Bale,89
Movie 1839,Animation,1993,57,44,4.3,Denis Villeneuve,Brad Pitt,157
Movie 1840,Action,1988,16,984,4.7,Denis Villeneuve,Tom Hanks,102
Movie 1841,Animation,2002,82,71,4.1,Greta Gerwig,Emma Stone,117
Movie 1842,Thriller,1982,2,391,6.9,Christopher Nolan,Emma Stone,139
Movie 1843,Animation,2002,244,487,6.7,James Cameron,Christian Bale,95
Movie 1844,Documentary,1984,280,107,5.3,Steven Spielberg,Leonardo DiCaprio,135
Movie 1845,Animation,2005,95,638,6.7,Sofia Coppola,Emma Stone,146
Movie 1846,Thriller,1992,199,888,6.1,Sofia Coppola,Emma Stone,150
Movie 1847,Comedy,1980,148,802,6.8,Sofia Coppola,Natalie Portman,138
Movie 1848,Romance,1986,105,904,4.0,Greta Gerwig,Christian Bale,94
Movie 1849,Romance,2004,216,157,9.2,Denis Villeneuve,Tom Hanks,77
Movie 1850,Drama,2011,90,719,6.3,Quentin Tarantino,Scarlett Johansson,141
Movie 1851,Romance,2003,120,378,4.0,Christopher Nolan,Natalie Portman,127
Movie 1852,Romance,2018,287,758,4.7,Steven Spielberg,Tom Hanks,152
Movie 1853,Action,1996,276,925,4.1,Sofia Coppola,Christian Bale,75
Movie 1854,Animation,1997,141,857,4.7,Greta Gerwig,Robert Downey Jr.,120
Movie 1855,Horror,1992,52,715,4.2,Greta Gerwig,Christian Bale,144
Movie 1856,Thriller,1997,122,578,7.2,Martin Scorsese,Natalie Portman,153
Movie 1857,Horror,1999,92,329,7.7,Christopher Nolan,Tom Hanks,108
Movie 1858,Action,2013,231,96,7.3,Jordan Peele,Emma Stone,159
Movie 1859,Action,1991,85,565,7.8,Quentin Tarantino,Scarlett Johansson,120
Movie 1860,Horror,1992,35,160,7.8,Wes Anderson,Tom Hanks,81
Movie 1861,Romance,2006,102,433,8.2,Martin Scorsese,Brad Pitt,93
Movie 1862,Animation,2011,86,737,7.1,Martin Scorsese,Tom Hanks,173
Movie 1863,Romance,2019,176,478,5.6,Steven Spielberg,Denzel Washington,108
Movie 1864,Comedy,1981,106,612,4.4,Sofia Coppola,Natalie Portman,133
Movie 1865,Comedy,1992,103,678,6.3,Steven Spielberg,Meryl Streep,91
Movie 1866,Action,1997,195,990,5.8,Steven Spielberg,Emma Stone,102
Movie 1867,Sci-Fi,2009,214,953,8.1,Quentin Tarantino,Scarlett Johansson,177
Movie 1868,Drama,2003,94,153,8.8,Martin Scorsese,Robert Downey Jr.,151
Movie 1869,Horror,2021,152,62,7.8,Jordan Peele,Robert Downey Jr.,155
Movie 1870,Thriller,2009,221,942,6.5,Sofia Coppola,Meryl Streep,133
Movie 1871,Comedy,2015,171,625,4.1,Jordan Peele,Emma Stone,103
Movie 1872,Action,1999,270,315,3.8,Denis Villeneuve,Meryl Streep,177
Movie 1873,Sci-Fi,2001,217,996,5.7,Christopher Nolan,Scarlett Johansson,91
Movie 1874,Romance,2000,174,287,9.5,Martin Scorsese,Leonardo DiCaprio,105
Movie 1875,Action,2011,143,487,7.8,Martin Scorsese,Emma Stone,98
Movie 1876,Horror,1982,116,141,7.0,Sofia Coppola,Emma Stone,85
Movie 1877,Animation,2008,100,634,9.0,Greta Gerwig,Meryl Streep,92
Movie 1878,Animation,1989,250,575,4.4,Christopher Nolan,Meryl Streep,178
Movie 1879,Animation,2020,279,289,8.0,Steven Spielberg,Leonardo DiCaprio,126
Movie 1880,Romance,1982,78,253,5.1,Denis Villeneuve,Christian Bale,83
Movie 1881,Drama,2005,195,853,5.6,Martin Scorsese,Emma Stone,124
Movie 1882,Sci-Fi,1998,224,778,4.9,Steven Spielberg,Natalie Portman,92
Movie 1883,Comedy,2000,7,987,7.3,Denis Villeneuve,Robert Downey Jr.,125
Movie 1884,Horror,1988,215,295,4.3,Christopher Nolan,Robert Downey Jr.,174
Movie 1885,Comedy,2017,213,110,7.9,Christopher Nolan,Brad Pitt,132
Movie 1886,Horror,2012,201,936,7.8,Martin Scorsese,Tom Hanks,144
Movie 1887,Comedy,2001,115,948,6.3,Christopher Nolan,Leonardo DiCaprio,99
Movie 1888,Documentary,1987,282,755,8.0,Wes Anderson,Denzel Washington,136
Movie 1889,Action,2008,99,999,7.4,James Cameron,Natalie Portman,148
Movie 1890,Horror,1996,57,563,5.6,Steven Spielberg,Leonardo DiCaprio,98
Movie 1891,Drama,2013,216,477,5.8,Wes Anderson,Denzel Washington,111
Movie 1892,Drama,1995,188,715,5.5,Steven Spielberg,Scarlett Johansson,75
Movie 1893,Sci-Fi,2008,34,218,5.1,Jordan Peele,Tom Hanks,155
Movie 1894,Documentary,2019,4,117,7.1,Jordan Peele,Scarlett Johansson,87
Movie 1895,Horror,1986,171,849,8.8,Jordan Peele,Denzel Washington,150
Movie 1896,Comedy,1991,248,946,8.7,Sofia Coppola,Natalie Portman,145
Movie 1897,Animation,2018,42,682,4.2,Martin Scorsese,Leonardo DiCaprio,88
Movie 1898,Thriller,2002,231,637,5.1,Christopher Nolan,Tom Hanks,171
Movie 1899,Sci-Fi,1988,3,129,8.7,Christopher Nolan,Leonardo DiCaprio,123
Movie 1900,Sci-Fi,1993,290,504,9.1,Steven Spielberg,Brad Pitt,148
Movie 1901,Romance,2002,203,763,5.3,Sofia Coppola,Leonardo DiCaprio,89
Movie 1902,Drama,1981,3,813,7.7,James Cameron,Tom Hanks,76
Movie 1903,Drama,1999,219,765,8.3,Martin Scorsese,Emma Stone,94
Movie 1904,Drama,2023,262,930,3.6,Greta Gerwig,Robert Downey Jr.,154
Movie 1905,Animation,1986,277,569,8.5,Jordan Peele,Leonardo DiCaprio,132
Movie 1906,Action,1981,15,495,5.4,Wes Anderson,Scarlett Johansson,163
Movie 1907,Documentary,1987,270,899,6.9,Christopher Nolan,Christian Bale,126
Movie 1908,Action,2022,109,792,7.4,Steven Spielberg,Meryl Streep,146
Movie 1909,Animation,2020,85,90,5.6,Steven Spielberg,Christian Bale,89
Movie 1910,Drama,1999,134,272,8.9,Denis Villeneuve,Meryl Streep,155
Movie 1911,Sci-Fi,2017,240,526,8.4,Jordan Peele,Emma Stone,100
Movie 1912,Thriller,1985,233,888,6.8,Jordan Peele,Leonardo DiCaprio,146
Movie 1913,Romance,1984,266,62,6.6,Christopher Nolan,Emma Stone,135
Movie 1914,Drama,2018,289,570,6.1,Martin Scorsese,Christian Bale,91
Movie 1915,Horror,2021,48,485,6.6,Steven Spielberg,Denzel Washington,112
Movie 1916,Horror,1984,60,718,6.3,Wes Anderson,Brad Pitt,102
Movie 1917,Animation,2013,112,883,5.7,Wes Anderson,Tom Hanks,98
Movie 1918,Sci-Fi,1991,125,688,8.8,Steven Spielberg,Tom Hanks,173
Movie 1919,Sci-Fi,1981,191,394,6.4,Denis Villeneuve,Brad Pitt,106
Movie 1920,Romance,2022,298,510,9.4,Greta Gerwig,Meryl Streep,78
Movie 1921,Horror,1986,47,936,7.2,Quentin Tarantino,Robert Downey Jr.,92
Movie 1922,Comedy,2017,117,681,7.0,Martin Scorsese,Robert Downey Jr.,177
Movie 1923,Animation,2009,147,598,7.0,Greta Gerwig,Christian Bale,107
Movie 1924,Action,2022,184,674,8.5,Greta Gerwig,Robert Downey Jr.,94
Movie 1925,Documentary,1996,37,326,8.1,Christopher Nolan,Leonardo DiCaprio,169
Movie 1926,Thriller,2015,222,582,8.6,Sofia Coppola,Meryl Streep,153
Movie 1927,Romance,1988,278,689,4.5,Denis Villeneuve,Meryl Streep,137
Movie 1928,Animation,2012,4,144,9.0,James Cameron,Robert Downey Jr.,99
Movie 1929,Comedy,1997,53,350,6.4,Denis Villeneuve,Brad Pitt,86
Movie 1930,Romance,2002,26,380,4.2,Quentin Tarantino,Meryl Streep,131
Movie 1931,Drama,2010,125,251,7.6,Denis Villeneuve,Emma Stone,80
Movie 1932,Comedy,1995,119,691,6.6,Wes Anderson,Natalie Portman,172
Movie 1933,Action,2020,154,745,3.7,Denis Villeneuve,Scarlett Johansson,127
Movie 1934,Drama,2005,217,631,5.0,Quentin Tarantino,Meryl Streep,144
Movie 1935,Horror,1987,47,230,5.1,Wes Anderson,Emma Stone,138
Movie 1936,Drama,1981,159,254,4.1,Jordan Peele,Denzel Washington,161
Movie 1937,Documentary,2015,177,901,6.8,Denis Villeneuve,Tom Hanks,112
Movie 1938,Action,2000,210,696,4.4,Wes Anderson,Meryl Streep,90
Movie 1939,Sci-Fi,1999,59,313,4.5,Greta Gerwig,Robert Downey Jr.,76
Movie 1940,Romance,1983,290,327,4.4,Christopher Nolan,Brad Pitt,91
Movie 1941,Comedy,2010,273,674,9.5,Steven Spielberg,Tom Hanks,95
Movie 1942,Comedy,2022,216,912,6.2,Martin Scorsese,Christian Bale,112
Movie 1943,Animation,2002,215,338,3.6,Greta Gerwig,Robert Downey Jr.,101
Movie 1944,Animation,1981,82,667,8.2,Denis Villeneuve,Christian Bale,92
Movie 1945,Sci-Fi,2016,42,477,7.3,Christopher Nolan,Denzel Washington,83
Movie 1946,Horror,1998,252,100,7.0,Steven Spielberg,Meryl Streep,178
Movie 1947,Drama,2001,68,439,7.4,Wes Anderson,Denzel Washington,115
Movie 1948,Horror,1988,39,612,4.2,Wes Anderson,Natalie Portman,151
Movie 1949,Action,1997,273,600,7.2,Martin Scorsese,Meryl Streep,101
Movie 1950,Comedy,2006,150,610,4.8,Martin Scorsese,Christian Bale,81
Movie 1951,Thriller,2002,108,396,9.3,Quentin Tarantino,Leonardo DiCaprio,102
Movie 1952,Horror,1987,46,410,4.9,Denis Villeneuve,Robert Downey Jr.,114
Movie 1953,Sci-Fi,1988,273,76,8.3,Martin Scorsese,Emma Stone,126
Movie 1954,Action,1981,81,670,7.8,Greta Gerwig,Tom Hanks,123
Movie 1955,Documentary,2008,284,805,4.7,Wes Anderson,Brad Pitt,153
Movie 1956,Sci-Fi,2019,195,33,8.6,Wes Anderson,Tom Hanks,135
Movie 1957,Animation,2009,121,362,8.0,Martin Scorsese,Brad Pitt,83
Movie 1958,Action,2009,84,700,4.9,James Cameron,Brad Pitt,100
Movie 1959,Drama,2001,159,824,6.0,Quentin Tarantino,Natalie Portman,98
Movie 1960,Drama,2020,201,134,4.4,Wes Anderson,Meryl Streep,77
Movie 1961,Sci-Fi,2000,38,399,7.5,Quentin Tarantino,Tom Hanks,178
Movie 1962,Horror,1989,227,57,6.5,Wes Anderson,Natalie Portman,137
Movie 1963,Thriller,2009,238,364,6.9,Quentin Tarantino,Leonardo DiCaprio,124
Movie 1964,Drama,1984,10,863,4.1,Christopher Nolan,Denzel Washington,165
Movie 1965,Drama,1997,59,331,5.4,Greta Gerwig,Scarlett Johansson,175
Movie 1966,Action,1991,213,533,8.9,Denis Villeneuve,Emma Stone,127
Movie 1967,Animation,1983,230,987,8.5,Quentin Tarantino,Scarlett Johansson,87
Movie 1968,Documentary,2000,30,36,8.9,Quentin Tarantino,Emma Stone,110
Movie 1969,Drama,2021,95,73,5.7,Sofia Coppola,Emma Stone,144
Movie 1970,Comedy,2005,65,412,8.9,Martin Scorsese,Natalie Portman,144
Movie 1971,Animation,2016,298,177,7.3,Jordan Peele,Leonardo DiCaprio,157
Movie 1972,Sci-Fi,1986,196,478,6.2,James Cameron,Tom Hanks,162
Movie 1973,Thriller,2002,94,712,5.1,Greta Gerwig,Tom Hanks,123
Movie 1974,Documentary,1989,91,786,5.2,Steven Spielberg,Scarlett Johansson,177
Movie 1975,Thriller,2022,90,279,6.1,Wes Anderson,Natalie Portman,150
Movie 1976,Sci-Fi,2008,102,717,7.5,Denis Villeneuve,Scarlett Johansson,179
Movie 1977,Romance,2023,109,160,9.4,Jordan Peele,Brad Pitt,107
Movie 1978,Comedy,2004,97,767,8.6,Wes Anderson,Scarlett Johansson,92
Movie 1979,Documentary,2019,161,336,5.4,Jordan Peele,Emma Stone,137
Movie 1980,Action,2007,134,114,3.8,Steven Spielberg,Emma Stone,134
Movie 1981,Drama,2020,239,485,7.3,Denis Villeneuve,Robert Downey Jr.,166
Movie 1982,Comedy,1988,258,22,7.7,Martin Scorsese,Brad Pitt,148
Movie 1983,Drama,1981,88,117,7.5,Wes Anderson,Brad Pitt,90
Movie 1984,Romance,1995,91,592,9.5,Greta Gerwig,Scarlett Johansson,137
Movie 1985,Animation,2001,149,914,5.5,Steven Spielberg,Natalie Portman,76
Movie 1986,Action,2009,287,78,9.2,Sofia Coppola,Meryl Streep,138
Movie 1987,Horror,2020,144,423,6.9,Greta Gerwig,Christian Bale,135
Movie 1988,Action,2001,266,594,3.9,Wes Anderson,Scarlett Johansson,144
Movie 1989,Documentary,1983,88,878,7.0,Wes Anderson,Brad Pitt,124
Movie 1990,Animation,2014,140,688,5.8,Jordan Peele,Meryl Streep,157
Movie 1991,Horror,1995,239,848,8.6,Christopher Nolan,Christian Bale,86
Movie 1992,Sci-Fi,1993,236,876,8.4,Jordan Peele,Leonardo DiCaprio,135
Movie 1993,Sci-Fi,1993,45,303,5.3,Jordan Peele,Meryl Streep,133
Movie 1994,Horror,2004,100,687,5.8,James Cameron,Emma Stone,146
Movie 1995,Action,1994,79,130,6.5,Jordan Peele,Brad Pitt,89
Movie 1996,Documentary,2009,255,819,6.8,Steven Spielberg,Christian Bale,157
Movie 1997,Action,2014,158,709,9.4,Greta Gerwig,Tom Hanks,166
Movie 1998,Sci-Fi,1984,126,329,4.0,Jordan Peele,Robert Downey Jr.,127
Movie 1999,Thriller,1993,192,230,4.5,Quentin Tarantino,Emma Stone,135
Movie 2000,Thriller,2021,248,329,5.2,Wes Anderson,Tom Hanks,107
Movie 2001,Horror,2004,225,752,4.6,James Cameron,Tom Hanks,103
Movie 2002,Animation,2005,265,908,4.2,Quentin Tarantino,Meryl Streep,135
Movie 2003,Animation,1997,149,759,4.4,Christopher Nolan,Denzel Washington,115
Movie 2004,Thriller,1997,79,293,6.9,Wes Anderson,Scarlett Johansson,97
Movie 2005,Horror,2001,291,249,4.0,Christopher Nolan,Leonardo DiCaprio,92
Movie 2006,Horror,2009,284,934,3.7,Denis Villeneuve,Robert Downey Jr.,157
Movie 2007,Documentary,2015,192,369,5.6,Wes Anderson,Brad Pitt,141
Movie 2008,Romance,2014,253,157,5.0,Sofia Coppola,Emma Stone,171
Movie 2009,Horror,2019,184,323,6.5,Sofia Coppola,Brad Pitt,171
Movie 2010,Horror,1987,48,960,6.0,Denis Villeneuve,Denzel Washington,109
Movie 2011,Horror,2001,259,927,5.5,Steven Spielberg,Scarlett Johansson,178
Movie 2012,Thriller,2008,132,887,4.4,Quentin Tarantino,Meryl Streep,148
Movie 2013,Drama,2008,212,556,4.8,Wes Anderson,Meryl Streep,85
Movie 2014,Comedy,2004,167,794,4.6,Wes Anderson,Leonardo DiCaprio,99
Movie 2015,Comedy,2001,203,686,5.4,Quentin Tarantino,Brad Pitt,127
Movie 2016,Horror,2008,42,952,3.8,James Cameron,Denzel Washington,98
Movie 2017,Sci-Fi,1984,127,390,6.9,Denis Villeneuve,Robert Downey Jr.,77
Movie 2018,Comedy,1995,299,836,8.5,James Cameron,Leonardo DiCaprio,138
Movie 2019,Thriller,2004,120,879,6.8,Sofia Coppola,Tom Hanks,159
Movie 2020,Action,2021,11,221,4.3,Jordan Peele,Leonardo DiCaprio,144
Movie 2021,Animation,2016,153,240,5.6,James Cameron,Natalie Portman,125
Movie 2022,Action,1994,96,196,9.0,Martin Scorsese,Natalie Portman,123
Movie 2023,Action,1981,265,341,5.2,Sofia Coppola,Christian Bale,85
Movie 2024,Action,2009,87,280,6.3,Denis Villeneuve,Brad Pitt,142
Movie 2025,Documentary,2021,217,947,7.5,James Cameron,Brad Pitt,103
Movie 2026,Thriller,2000,33,468,5.3,James Cameron,Leonardo DiCaprio,175
Movie 2027,Action,2021,210,527,8.1,Sofia Coppola,Christian Bale,164
Movie 2028,Romance,1984,188,385,4.0,James Cameron,Natalie Portman,129
Movie 2029,Romance,1982,68,317,7.8,Sofia Coppola,Scarlett Johansson,168
Movie 2030,Horror,1991,236,6,9.5,Sofia Coppola,Christian Bale,166
Movie 2031,Comedy,1980,30,595,7.5,Quentin Tarantino,Meryl Streep,158
